0,0,0,0,YYYYY,MM,DD,hh,mm
793,71,27,44,2020,09,09,03,17
794,71,27,44,2020,09,09,17,55
794,71,27,44,2020,09,09,21,39
794,71,27,44,2020,09,10,00,40
794,71,27,44,2020,09,10,00,40
794,71,27,44,2020,09,10,00,40
794,71,27,44,2020,09,10,00,41
795,71,27,44,2020,09,10,19,37
796,71,27,44,2020,09,10,19,39
797,71,27,44,2020,09,10,19,47
798,71,27,44,2020,09,10,19,54
799,71,27,44,2020,09,10,20,26
800,71,27,44,2020,09,10,22,00
800,71,27,44,2020,09,11,00,18
800,71,27,44,2020,09,11,00,18
800,71,27,44,2020,09,11,00,18
800,71,27,44,2020,09,11,00,18
800,71,27,44,2020,09,11,00,26
800,71,27,44,2020,09,11,09,42
801,71,27,44,2020,09,11,14,36
802,71,27,44,2020,09,11,21,05
803,71,27,44,2020,09,11,21,08
803,71,27,44,2020,09,12,00,46
803,71,27,44,2020,09,12,00,46
803,90,32,58,2020,09,12,00,56
803,90,32,58,2020,09,12,21,18
804,122,46,76,2020,09,13,00,48
804,122,46,76,2020,09,13,00,48
804,122,46,76,2020,09,13,00,48
804,122,46,76,2020,09,13,00,48
804,122,46,76,2020,09,13,00,53
804,122,46,76,2020,09,14,01,56
804,122,46,76,2020,09,14,11,21
805,122,46,76,2020,09,15,00,51
806,122,46,76,2020,09,15,00,54
807,122,46,76,2020,09,15,00,59
807,122,46,76,2020,09,15,02,30
807,122,46,76,2020,09,17,03,19
808,122,46,76,2020,09,17,14,03
808,122,46,76,2020,09,18,03,23
808,122,46,76,2020,09,18,03,23
809,122,46,76,2020,09,18,10,28
810,122,46,76,2020,09,18,10,30
811,122,46,76,2020,09,18,10,32
812,122,46,76,2020,09,18,10,35
813,122,46,76,2020,09,18,10,36
814,122,46,76,2020,09,18,10,39
815,122,46,76,2020,09,18,10,55
815,122,46,76,2020,09,18,13,56
815,122,46,76,2020,09,19,01,56
815,122,46,76,2020,09,19,01,56
816,122,46,76,2020,09,19,12,42
816,122,46,76,2020,09,19,18,19
816,122,46,76,2020,09,20,03,50
816,122,46,76,2020,09,20,03,50
817,122,46,76,2020,09,24,02,14
817,122,46,76,2020,09,24,02,35
817,122,46,76,2020,09,25,03,28
817,122,46,76,2020,09,25,19,48
817,122,46,76,2020,09,26,02,44
818,122,46,76,2020,09,26,19,07
818,122,46,76,2020,09,27,02,31
818,122,46,76,2020,09,27,02,31
819,122,46,76,2020,09,27,20,28
820,122,46,76,2020,09,27,20,59
821,122,46,76,2020,09,27,21,00
822,122,46,76,2020,09,27,21,11
823,122,46,76,2020,09,27,23,47
823,122,46,76,2020,09,28,02,02
823,122,46,76,2020,09,28,02,02
823,122,46,76,2020,09,29,00,22
824,122,46,76,2020,09,29,00,23
824,122,46,76,2020,09,29,00,23
824,122,46,76,2020,09,29,00,23
824,122,46,76,2020,09,29,00,23
824,122,46,76,2020,09,29,00,23
825,122,46,76,2020,09,29,00,24
826,122,46,76,2020,09,29,00,40
826,122,46,76,2020,09,29,02,40
827,122,46,76,2020,09,29,14,18
828,122,46,76,2020,09,29,14,30
829,122,46,76,2020,09,29,14,36
830,122,46,76,2020,09,29,15,09
831,122,46,76,2020,09,29,15,14
832,122,46,76,2020,09,29,15,19
833,122,46,76,2020,09,29,15,29
834,122,46,76,2020,09,29,15,30
835,122,46,76,2020,09,29,15,35
837,122,46,76,2020,09,29,16,30
838,122,46,76,2020,09,29,16,33
839,122,46,76,2020,09,29,16,58
840,122,46,76,2020,09,29,18,10
841,122,46,76,2020,09,29,18,12
842,122,46,76,2020,09,29,18,15
844,122,46,76,2020,09,29,18,25
845,122,46,76,2020,09,29,18,26
846,122,46,76,2020,09,29,18,33
847,122,46,76,2020,09,29,21,20
848,122,46,76,2020,09,29,21,21
848,122,46,76,2020,09,30,02,13
848,122,46,76,2020,09,30,02,13
848,123,46,77,2020,09,30,02,19
849,123,46,77,2020,09,30,02,26
849,123,46,77,2020,09,30,02,26
850,123,46,77,2020,09,30,13,21
851,123,46,77,2020,09,30,13,32
852,123,46,77,2020,09,30,13,39
853,123,46,77,2020,09,30,13,41
854,123,46,77,2020,09,30,13,51
855,123,46,77,2020,09,30,16,02
856,123,46,77,2020,09,30,16,53
857,123,46,77,2020,09,30,17,12
858,123,46,77,2020,09,30,21,50
858,123,46,77,2020,10,01,02,39
858,123,46,77,2020,10,01,02,39
858,123,46,77,2020,10,02,00,03
859,123,46,77,2020,10,02,00,05
859,123,46,77,2020,10,02,02,53
859,123,46,77,2020,10,03,02,29
859,123,46,77,2020,10,04,04,37
860,123,46,77,2020,10,04,19,25
861,123,46,77,2020,10,04,19,26
862,123,46,77,2020,10,04,19,38
863,123,46,77,2020,10,04,21,00
863,123,46,77,2020,10,05,02,29
863,123,46,77,2020,10,05,02,29
863,123,46,77,2020,10,06,03,14
863,123,46,77,2020,10,07,03,25
864,123,46,77,2020,10,07,14,46
865,123,46,77,2020,10,07,14,48
866,123,46,77,2020,10,07,15,45
867,123,46,77,2020,10,07,15,46
868,123,46,77,2020,10,07,16,21
868,123,46,77,2020,10,07,17,44
868,123,46,77,2020,10,08,03,27
868,123,46,77,2020,10,08,13,02
868,123,46,77,2020,10,08,16,01
869,123,46,77,2020,10,09,02,32
870,123,46,77,2020,10,09,02,35
870,123,46,77,2020,10,09,03,06
871,123,46,77,2020,10,09,18,19
872,123,46,77,2020,10,09,23,24
872,123,46,77,2020,10,10,01,02
872,123,46,77,2020,10,10,01,02
873,123,46,77,2020,10,10,01,05
874,123,46,77,2020,10,10,01,07
875,123,46,77,2020,10,10,01,26
876,123,46,77,2020,10,10,01,59
876,123,46,77,2020,10,10,02,02
876,123,46,77,2020,10,11,03,16
876,123,46,77,2020,10,11,03,16
877,123,46,77,2020,10,11,20,36
878,123,46,77,2020,10,11,20,38
878,123,46,77,2020,10,12,01,13
878,123,46,77,2020,10,12,01,13
879,123,46,77,2020,10,12,12,34
880,123,46,77,2020,10,13,01,45
880,123,46,77,2020,10,13,01,45
880,123,46,77,2020,10,13,01,46
880,123,46,77,2020,10,13,01,46
880,123,46,77,2020,10,13,03,14
881,123,46,77,2020,10,14,16,44
881,123,46,77,2020,10,14,22,20
881,123,46,77,2020,10,15,00,48
881,123,46,77,2020,10,15,02,03
882,123,46,77,2020,10,15,17,38
883,123,46,77,2020,10,15,17,48
884,123,46,77,2020,10,15,18,03
885,123,46,77,2020,10,15,18,53
886,123,46,77,2020,10,15,22,22
886,123,46,77,2020,10,16,03,07
886,123,46,77,2020,10,16,03,07
887,123,46,77,2020,10,16,21,13
888,123,46,77,2020,10,16,21,16
889,123,46,77,2020,10,16,22,43
890,123,46,77,2020,10,16,22,48
891,123,46,77,2020,10,17,02,31
892,123,46,77,2020,10,17,03,37
893,123,46,77,2020,10,17,03,38
893,123,46,77,2020,10,17,03,38
894,123,46,77,2020,10,17,17,37
895,123,46,77,2020,10,17,17,48
896,123,46,77,2020,10,17,17,50
897,123,46,77,2020,10,17,18,39
898,123,46,77,2020,10,17,20,04
899,123,46,77,2020,10,17,23,29
899,123,46,77,2020,10,18,00,41
899,123,46,77,2020,10,18,00,51
899,123,46,77,2020,10,18,00,51
899,123,46,77,2020,10,19,00,06
899,123,46,77,2020,10,19,01,22
899,123,46,77,2020,10,19,01,22
899,123,46,77,2020,10,19,01,22
899,123,46,77,2020,10,19,01,22
899,123,46,77,2020,10,19,01,22
899,123,46,77,2020,10,19,01,22
899,123,46,77,2020,10,19,01,23
899,123,46,77,2020,10,19,01,23
899,123,46,77,2020,10,19,01,23
899,123,46,77,2020,10,19,01,23
899,123,46,77,2020,10,19,03,22
900,123,46,77,2020,10,19,14,38
901,123,46,77,2020,10,19,14,56
902,123,46,77,2020,10,19,14,58
903,123,46,77,2020,10,19,18,02
904,123,46,77,2020,10,19,18,04
905,123,46,77,2020,10,19,19,44
906,123,46,77,2020,10,19,22,04
906,123,46,77,2020,10,19,22,08
907,123,46,77,2020,10,20,00,26
908,123,46,77,2020,10,20,00,59
909,123,46,77,2020,10,20,01,07
910,123,46,77,2020,10,20,01,19
910,123,46,77,2020,10,20,02,51
911,123,46,77,2020,10,20,15,15
911,123,46,77,2020,10,21,00,39
911,123,46,77,2020,10,21,00,52
911,123,46,77,2020,10,21,00,52
912,123,46,77,2020,10,21,00,53
913,123,46,77,2020,10,21,01,04
914,123,46,77,2020,10,21,02,31
915,123,46,77,2020,10,21,02,32
916,123,46,77,2020,10,21,02,58
916,123,46,77,2020,10,21,03,51
917,123,46,77,2020,10,21,14,31
917,123,46,77,2020,10,21,15,11
918,123,46,77,2020,10,22,22,55
919,123,46,77,2020,10,22,22,59
920,123,46,77,2020,10,22,23,10
921,123,46,77,2020,10,22,23,13
921,123,46,77,2020,10,23,01,52
921,123,46,77,2020,10,23,01,52
922,123,46,77,2020,10,23,01,53
922,123,46,77,2020,10,23,01,53
922,123,46,77,2020,10,23,01,53
923,123,46,77,2020,10,23,02,02
924,123,46,77,2020,10,23,02,07
925,123,46,77,2020,10,23,03,12
926,123,46,77,2020,10,23,03,24
927,123,46,77,2020,10,23,03,31
928,123,46,77,2020,10,23,03,35
929,123,46,77,2020,10,23,03,39
930,123,46,77,2020,10,23,03,41
931,123,46,77,2020,10,23,03,55
932,123,46,77,2020,10,23,03,57
933,123,46,77,2020,10,23,04,01
934,123,46,77,2020,10,23,15,51
935,123,46,77,2020,10,24,15,18
936,123,46,77,2020,10,25,01,27
936,123,46,77,2020,10,25,01,27
936,123,46,77,2020,10,25,01,27
936,123,46,77,2020,10,25,01,27
937,123,46,77,2020,10,25,01,50
938,123,46,77,2020,10,25,02,08
939,123,46,77,2020,10,25,02,35
939,123,46,77,2020,10,25,02,52
940,123,46,77,2020,11,01,16,52
941,123,46,77,2020,11,09,11,14
941,123,46,77,2020,11,09,22,27
942,123,46,77,2020,11,10,10,37
943,123,46,77,2020,11,11,11,30
943,123,46,77,2020,11,11,13,29
943,123,46,77,2020,11,12,22,14
944,123,46,77,2020,11,17,08,25
945,123,46,77,2020,11,17,09,12
945,123,46,77,2020,11,17,21,53
946,123,46,77,2020,11,19,15,28
947,123,46,77,2020,11,20,09,45
948,123,46,77,2020,11,20,16,13
948,123,46,77,2020,11,20,17,37
948,123,46,77,2020,11,20,23,19
949,123,46,77,2020,11,21,15,03
950,123,46,77,2020,11,21,19,03
950,123,46,77,2020,11,21,22,56
951,123,46,77,2020,11,22,11,07
952,123,46,77,2020,11,22,11,08
953,123,46,77,2020,11,22,18,42
953,123,46,77,2020,11,23,00,29
953,123,46,77,2020,11,23,00,29
954,123,46,77,2020,11,23,12,29
955,123,46,77,2020,11,23,13,19
956,123,46,77,2020,11,24,15,50
957,123,46,77,2020,11,25,10,11
958,123,46,77,2020,11,25,10,16
959,123,46,77,2020,11,25,12,37
960,123,46,77,2020,11,25,16,09
961,123,46,77,2020,11,26,10,30
962,123,46,77,2020,11,26,18,06
964,123,46,77,2020,11,26,20,49
965,123,46,77,2020,11,26,22,12
965,123,46,77,2020,11,26,22,27
966,123,46,77,2020,11,27,18,50
967,123,46,77,2020,11,27,22,21
967,123,46,77,2020,11,27,22,21
967,123,46,77,2020,11,28,22,25
968,123,46,77,2020,12,05,08,39
969,123,46,77,2020,12,05,08,41
970,123,46,77,2020,12,05,08,45
971,123,46,77,2020,12,05,09,06
972,123,46,77,2020,12,05,09,12
972,123,46,77,2020,12,05,09,31
972,123,46,77,2020,12,05,09,35
972,123,46,77,2020,12,05,09,39
972,123,46,77,2020,12,05,09,40
972,123,46,77,2020,12,06,19,10
972,123,46,77,2020,12,06,19,22
973,123,46,77,2020,12,07,12,57
974,123,46,77,2020,12,07,13,45
975,123,46,77,2020,12,07,13,48
976,123,46,77,2020,12,07,14,36
977,123,46,77,2020,12,07,14,37
977,123,46,77,2020,12,07,19,04
978,123,46,77,2020,12,24,19,29
979,123,46,77,2020,12,24,23,09
979,123,46,77,2020,12,25,00,11
979,123,46,77,2020,12,25,00,11
979,123,46,77,2020,12,25,16,27
980,123,46,77,2020,12,25,18,28
980,123,46,77,2020,12,26,00,17
980,123,46,77,2020,12,26,00,17
981,123,46,77,2020,12,26,15,11
982,123,46,77,2020,12,26,15,20
982,123,46,77,2020,12,27,00,39
982,123,46,77,2020,12,27,00,39
982,123,46,77,2020,12,28,02,18
982,123,46,77,2020,12,28,02,18
983,123,46,77,2020,12,28,18,47
983,123,46,77,2020,12,29,03,36
984,123,46,77,2020,12,29,20,26
985,123,46,77,2020,12,29,22,35
985,123,46,77,2020,12,30,03,30
985,123,46,77,2020,12,30,03,59
985,123,46,77,2021,01,01,03,28
985,123,46,77,2021,01,01,03,28
985,144,48,96,2022,09,17,14,49
986,144,48,96,2022,09,17,14,55
986,144,48,96,2022,09,17,14,55
986,144,48,96,2022,09,17,15,03
986,144,48,96,2022,09,17,15,03
987,144,48,96,2022,09,17,20,10
987,146,48,98,2022,10,07,21,48
987,146,48,98,2022,10,08,11,17
987,146,48,98,2022,10,07,22,03
987,146,48,98,2022,10,07,22,04
987,146,48,98,2022,10,07,22,05
987,146,48,98,2022,10,07,22,05
987,146,48,98,2022,10,07,22,08
987,146,48,98,2022,10,07,22,08
987,146,48,98,2022,10,07,22,12
987,146,48,98,2022,10,07,22,13
987,146,48,98,2022,10,07,22,14
987,146,48,98,2022,10,07,22,19
987,146,48,98,2022,10,07,22,19
987,146,48,98,2022,10,07,22,20
987,146,48,98,2022,10,07,22,20
987,146,48,98,2022,10,07,22,20
987,147,48,99,2022,10,07,22,32
987,147,48,99,2022,10,07,22,33
987,147,48,99,2022,10,07,22,34
987,147,48,99,2022,10,07,22,34
987,147,48,99,2022,10,07,22,51
987,147,48,99,2022,10,07,22,51
987,148,48,100,2022,10,07,22,56
987,149,48,101,2022,10,07,23,17
987,149,48,101,2022,10,08,08,08
987,151,50,101,2022,10,08,08,27
988,151,50,101,2022,10,08,08,31
988,151,50,101,2022,10,08,08,31
988,151,50,101,2022,10,08,08,35
989,151,50,101,2022,10,08,08,40
989,151,50,101,2022,10,08,08,41
989,151,50,101,2022,10,08,08,45
989,151,50,101,2022,10,08,09,08
989,152,50,102,2022,10,08,09,11
989,153,50,103,2022,10,08,09,12
989,154,50,104,2022,10,08,09,15
989,154,50,104,2022,10,08,09,26
990,154,50,104,2022,10,08,09,31
990,154,50,104,2022,10,08,09,32
990,154,50,104,2022,10,08,09,33
990,154,50,104,2022,10,08,09,33
991,155,50,105,2022,10,08,09,52
991,155,50,105,2022,10,08,09,52
991,155,50,105,2022,10,08,09,52
991,155,50,105,2022,10,08,10,13
991,155,50,105,2022,10,08,10,15
992,155,50,105,2022,10,08,10,23
992,155,50,105,2022,10,08,10,24
992,155,50,105,2022,10,08,10,25
992,155,50,105,2022,10,08,10,29
992,155,50,105,2022,10,08,10,29
993,155,50,105,2022,10,08,10,35
993,155,50,105,2022,10,08,10,35
993,155,50,105,2022,10,08,10,42
992,155,50,105,2022,10,08,11,06
992,155,50,105,2022,10,08,11,07
992,155,50,105,2022,10,08,11,14
